recommendation_id,recommend_date,session,rank,stock_name,stock_code,sector,score,recommend_price,latest_price,latest_update_kst,age_days,latest_return_pct,d1_return_pct,d3_return_pct,d5_return_pct,max_observed_return_pct,min_observed_return_pct,status
2026-06-09_PM_9_태양금속,2026-06-09,PM,9,태양금속,,자동차/부품,76,"3,065","3,065",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_8_SK네트웍스,2026-06-09,PM,8,SK네트웍스,,도매,76,"13,370","13,370",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_7_ACE 미국우주테크액티브,2026-06-09,PM,7,ACE 미국우주테크액티브,,금융,69,"25,650","25,650",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_6_KODEX 은행,2026-06-09,PM,6,KODEX 은행,,AI/소프트웨어,83,"15,260","15,260",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_5_LG헬로비전,2026-06-09,PM,5,LG헬로비전,,미디어/콘텐츠,92,"2,355","2,355",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_4_화신정공,2026-06-09,PM,4,화신정공,,자동차/부품,81,"3,410","3,410",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_3_후성,2026-06-09,PM,3,후성,,화학,89,"13,370","13,370",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_2_TIGER 미국배당다우존스,2026-06-09,PM,2,TIGER 미국배당다우존스,,AI/소프트웨어,87,"15,570","15,570",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_15_에이팩트,2026-06-09,PM,15,에이팩트,,반도체/전자부품,68,"9,660","9,660",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_14_KODEX 200타겟위클리커버드콜,2026-06-09,PM,14,KODEX 200타겟위클리커버드콜,,AI/소프트웨어,61,"25,215","25,215",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_13_샘씨엔에스,2026-06-09,PM,13,샘씨엔에스,,반도체/전자부품,71,"13,550","13,550",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_12_TIGER 미국S&P500,2026-06-09,PM,12,TIGER 미국S&P500,,AI/소프트웨어,66,"27,950","27,950",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_11_KODEX 미국S&P500,2026-06-09,PM,11,KODEX 미국S&P500,,AI/소프트웨어,66,"25,490","25,490",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_10_라이콤,2026-06-09,PM,10,라이콤,,반도체/전자부품,74,"7,840","7,840",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_PM_1_대원강업,2026-06-09,PM,1,대원강업,,자동차/부품,90,"5,130","5,130",2026-06-09 14:35:19,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_AM_9_TIGER 배당커버드콜액티브,2026-06-09,AM,9,TIGER 배당커버드콜액티브,,AI/소프트웨어,58.0,"23,315","23,315",2026-06-09 03:47:29,0.0,0.00%,,,,0.00%,0.00%,tracking
2026-06-09_AM_8_KODEX 200타겟위클리커버드콜,2026-06-09,AM,8,KODEX 200타겟위클리커버드콜,,AI/소프트웨어,61.0,"23,595","25,215",2026-06-09 14:35:19,0,6.87%,,,,6.87%,0.00%,tracking
2026-06-09_AM_7_KODEX 미국나스닥100,2026-06-09,AM,7,KODEX 미국나스닥100,,AI/소프트웨어,69.0,"29,585","29,585",2026-06-09 03:47:29,0.0,0.00%,,,,0.00%,0.00%,tracking
