recommendation_id,recommend_date,session,rank,stock_name,stock_code,sector,score,recommend_price,latest_price,latest_update_kst,age_days,latest_return_pct,d1_return_pct,d3_return_pct,d5_return_pct,max_observed_return_pct,min_observed_return_pct,status
2026-06-05_AM_9_LG디스플레이,2026-06-05,AM,9,LG디스플레이,,반도체/전자부품,69,"16,120","14,850",2026-06-05 10:56:48,0,-7.88%,,,,0.00%,-7.88%,tracking
2026-06-05_AM_9_SK네트웍스,2026-06-05,AM,9,SK네트웍스,,도매,69,"11,050","11,050",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_8_LG헬로비전,2026-06-05,AM,8,LG헬로비전,,미디어/콘텐츠,78,"2,740","2,740",2026-06-05 03:23:08,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_8_TIGER 배당커버드콜액티브,2026-06-05,AM,8,TIGER 배당커버드콜액티브,,AI/소프트웨어,64,"25,170","25,170",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_7_KODEX 2차전지산업,2026-06-05,AM,7,KODEX 2차전지산업,,AI/소프트웨어,67,"18,830","18,830",2026-06-05 03:23:08,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_7_KODEX 200타겟위클리커버드콜,2026-06-05,AM,7,KODEX 200타겟위클리커버드콜,,AI/소프트웨어,65,"25,375","25,375",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_6_SOL 반도체전공정,2026-06-05,AM,6,SOL 반도체전공정,,반도체,75,"26,470","26,470",2026-06-05 03:23:08,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_6_라이콤,2026-06-05,AM,6,라이콤,,반도체/전자부품,80,"5,500","5,500",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_5_TIGER 2차전지TOP10,2026-06-05,AM,5,TIGER 2차전지TOP10,,AI/소프트웨어,68,"12,325","12,325",2026-06-05 03:23:08,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_5_KODEX 은행,2026-06-05,AM,5,KODEX 은행,,AI/소프트웨어,77,"15,610","15,610",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_4_샘씨엔에스,2026-06-05,AM,4,샘씨엔에스,,반도체/전자부품,76,"13,850","13,850",2026-06-05 03:23:08,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_4_TIGER LG그룹플러스,2026-06-05,AM,4,TIGER LG그룹플러스,,AI/소프트웨어,85,"14,605","14,605",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_3_TIGER LG그룹플러스,2026-06-05,AM,3,TIGER LG그룹플러스,,AI/소프트웨어,85,"15,800","14,605",2026-06-05 10:56:48,0,-7.56%,,,,0.00%,-7.56%,tracking
2026-06-05_AM_3_TIGER 은행고배당플러스TOP10,2026-06-05,AM,3,TIGER 은행고배당플러스TOP10,,AI/소프트웨어,79,"26,075","26,075",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
